layer,head,gain_entropy,gain_max_attn,r_squared_entropy,r_squared_max_attn,is_monotonic_entropy,is_monotonic_max_attn,baseline_entropy,baseline_max_attn,abs_gain_max_attn,gain_category
23,28,-1.6312548756028196,0.292574702426979,0.9249815548743751,0.9341407730385388,True,True,4.323606967926025,0.19272266328334808,0.292574702426979,medium
23,29,-1.5600763895722676,0.33102952590788814,0.8673939427557733,0.8989058424886586,True,True,4.5891852378845215,0.18356460332870483,0.33102952590788814,medium
23,30,-1.3837823641297395,0.2721926882105693,0.8906892433980024,0.9095569271014297,True,True,4.583940505981445,0.16204625368118286,0.2721926882105693,medium
23,31,-1.4449230657671628,0.2583427673622857,0.9096419122218623,0.9191165518773688,True,True,4.490534782409668,0.16047927737236023,0.2583427673622857,medium
24,0,-4.317008467039235,0.7594731481642495,0.9838405497826348,0.9862314096648748,True,True,1.8917133808135986,0.7280697226524353,0.7594731481642495,high
24,1,-4.369874403066297,0.770729597440623,0.984428536965236,0.9849053624049873,True,True,1.7391661405563354,0.7460947036743164,0.770729597440623,high
24,2,-3.8860869511542266,0.7281171255386795,0.9626645286200892,0.9810342247684586,True,True,2.8334429264068604,0.5576251149177551,0.7281171255386795,medium
24,3,-2.745271318396774,0.5110595859324761,0.947688696901834,0.9635024966152177,True,True,3.612356424331665,0.3570202887058258,0.5110595859324761,medium
24,4,-4.254966006006624,0.7349690859182356,0.9843231929938298,0.9790103265282193,True,True,1.4664489030838013,0.7714556455612183,0.7349690859182356,high
24,5,-3.7505858930871914,0.6272908981210507,0.9278582402996622,0.9105730787082255,True,True,0.5668268799781799,0.907233715057373,0.6272908981210507,medium
24,6,-4.429020667325838,0.76768110625137,0.982373513567027,0.9790230474097369,True,True,1.5592296123504639,0.7760568857192993,0.76768110625137,high
24,7,-4.0075341900957415,0.6809037746444117,0.9652419107957312,0.952764291905746,True,True,0.96600341796875,0.8446004390716553,0.6809037746444117,medium
24,8,-3.5445077660949442,0.6780303655099326,0.9288308943715133,0.9580823091174502,True,True,3.4321908950805664,0.4459299147129059,0.6780303655099326,medium
24,9,-3.878767519052871,0.7271309687138482,0.9433734373876062,0.9696059849183295,True,True,3.131075859069824,0.5086379051208496,0.7271309687138482,medium
24,10,-3.7415500559973927,0.6999525943069609,0.9421610213735433,0.9675099634524379,True,True,3.205275774002075,0.4852551519870758,0.6999525943069609,medium
24,11,-4.206991150707259,0.7709232865538775,0.960990246732551,0.9797369042895809,True,True,2.6728973388671875,0.5945252776145935,0.7709232865538775,high
24,12,-3.4796807000958014,0.6301514298207387,0.951158393965038,0.9713317348925932,True,True,3.2338755130767822,0.4505135416984558,0.6301514298207387,medium
24,13,-1.652703065097598,0.31666822774808606,0.8875056092092164,0.8933203588102101,True,True,4.452293872833252,0.1729670763015747,0.31666822774808606,medium
24,14,-2.642578372019497,0.5311421104668865,0.8928708018741413,0.9283289527530251,True,True,4.080488681793213,0.305853009223938,0.5311421104668865,medium
24,15,-1.560702145475121,0.3050831084627714,0.899359913403137,0.921076719686578,True,True,4.48441743850708,0.1858311891555786,0.3050831084627714,medium
24,16,-4.008838432683308,0.6930731006809667,0.9793065907825097,0.9687259092182253,True,True,1.136579155921936,0.8303342461585999,0.6930731006809667,medium
24,17,-3.947074198930833,0.6760400563132878,0.975342328889643,0.9641634130326493,True,True,1.0629194974899292,0.8384250998497009,0.6760400563132878,medium
24,18,-3.960255032380978,0.6765766642491273,0.9740123245000194,0.961149062162703,True,True,1.025780200958252,0.8496048450469971,0.6765766642491273,medium
24,19,-3.6866974789852196,0.6603359357056511,0.9835779903977332,0.9904137963416582,True,True,2.5214991569519043,0.5643550157546997,0.6603359357056511,medium
24,20,-3.861222757238403,0.6895429174346722,0.9914068897099666,0.9897492911590364,True,True,1.6319576501846313,0.7237560749053955,0.6895429174346722,medium
24,21,-2.825596819622949,0.44976255077818156,0.9856011014628606,0.9852368258735446,True,True,3.046830177307129,0.37840744853019714,0.44976255077818156,medium
24,22,-3.9387231067994657,0.6685164841235869,0.9633992562139533,0.946596749994329,True,True,0.8557853698730469,0.8758195638656616,0.6685164841235869,medium
24,23,-4.027549811855028,0.6944679476387016,0.9763642587771535,0.9644621506700379,True,True,1.0815879106521606,0.8399308919906616,0.6944679476387016,medium
